Suburb,Rooms,Price,Postcode
North Melbourne,2,936000,3051
North Melbourne,2,580000,3051
Northcote,4,1900000,3070
Northcote,3,1605000,3070
Northcote,3,1415000,3070
Northcote,2,390000,3070
Nunawading,2,637000,3131
Nunawading,4,1100000,3131
Nunawading,3,926000,3131
Oak Park,2,610000,3046
Oak Park,3,700000,3046
Oakleigh East,5,1525000,3166
Oakleigh East,6,1900000,3166
Oakleigh South,3,,3167
Oakleigh South,3,,3167
Oakleigh South,3,,3167
Ormond,1,454000,3204
Ormond,2,562000,3204
Parkdale,3,1000000,3195
Parkdale,3,985000,3195
Parkdale,3,820000,3195
Pascoe Vale,3,870000,3044
Pascoe Vale,3,800000,3044
Pascoe Vale,5,1501000,3044
Pascoe Vale,3,,3044
Pascoe Vale,3,1663000,3044
Pascoe Vale,4,780000,3044
Point Cook,4,,3030
Point Cook,5,660000,3030
Point Cook,4,,3030
Point Cook,4,,3030
Point Cook,4,663500,3030
Port Melbourne,3,1631000,3207
Port Melbourne,3,1665000,3207
Port Melbourne,4,2450000,3207
Prahran,1,399000,3181
Prahran,2,1240000,3181
Preston,3,727500,3072
Preston,3,,3072
Preston,3,965000,3072
Princes Hill,2,2530000,3054
Princes Hill,3,1930000,3054
Reservoir,3,840000,3073
Reservoir,2,560000,3073
Reservoir,1,,3073
Reservoir,4,900000,3073
Reservoir,3,680500,3073
Reservoir,4,902000,3073
Reservoir,3,825000,3073
Reservoir,3,801000,3073
Reservoir,2,668500,3073
Richmond,2,1165000,3121
Richmond,1,390000,3121
Richmond,2,890500,3121
Richmond,2,,3121
Richmond,3,1310000,3121
Richmond,1,458000,3121
Richmond,2,1442000,3121
Richmond,4,2200000,3121
Ringwood,4,,3134
Ringwood,3,750000,3134
Ringwood,2,,3134
Ringwood,4,,3134
Ringwood East,2,560000,3135
Rockbank,2,340000,3335
Rosanna,3,1101000,3084
Rowville,5,,3178
Rowville,5,870000,3178
Rowville,4,,3178
Roxburgh Park,3,420000,3064
Sandringham,2,643500,3191
Seabrook,3,625000,3028
Seaford,3,610000,3198
Seaford,3,565000,3198
Seaford,3,572000,3198
Seaholme,4,1090000,3018
Seaholme,2,455000,3018
Seddon,2,750000,3011
Seddon,2,850000,3011
Skye,4,640000,3977
South Melbourne,2,,3205
South Melbourne,2,1030000,3205
South Morang,4,600000,3752
South Morang,4,,3752
South Morang,4,,3752
South Morang,3,386000,3752
South Yarra,2,857000,3141
South Yarra,2,,3141
South Yarra,2,1160000,3141
South Yarra,1,,3141
South Yarra,3,1235000,3141
Springvale,3,752500,3171
Springvale,3,,3171
Springvale South,3,,3172
St Albans,3,565000,3021
St Albans,3,500000,3021
St Albans,3,610000,3021
St Albans,2,445000,3021
St Albans,3,,3021
St Helena,4,801000,3088
St Kilda,1,350000,3182
St Kilda,2,525000,3182
St Kilda,1,517500,3182
St Kilda,2,365000,3182
St Kilda,2,460000,3182
Strathmore,4,1725000,3041
Strathmore,2,646000,3041
Strathmore,4,1190000,3041
Strathmore Heights,2,635500,3041
Sunbury,4,580000,3429
Sunbury,3,413000,3429
Sunbury,3,420000,3429
Sunbury,3,650000,3429
Sunshine,3,525000,3020
Sunshine North,3,780000,3020
Sunshine West,4,765000,3020
Surrey Hills,4,1420000,3127
Surrey Hills,3,2100000,3127
Surrey Hills,3,1385000,3127
Sydenham,2,417000,3037
Sydenham,3,,3037
Tarneit,4,810000,3029
Tarneit,3,451500,3029
Tarneit,3,526000,3029
Taylors Hill,4,605500,3037
Taylors Lakes,3,500000,3038
Taylors Lakes,3,427500,3038
Tecoma,3,,3160
Tecoma,4,855000,3160
Templestowe,2,,3106
Templestowe Lower,3,,3107
Templestowe Lower,5,1705000,3107
The Basin,3,551200,3154
Thomastown,5,,3074
Thomastown,2,,3074
Thomastown,3,542000,3074
Thomastown,3,,3074
Thomastown,3,,3074
Thornbury,4,2070000,3071
Toorak,6,2800000,3142
Truganina,2,385000,3029
Tullamarine,3,500000,3043
Tullamarine,3,,3043
Tullamarine,4,821000,3043
Vermont,3,917000,3133
Vermont South,4,,3133
Viewbank,4,1115000,3084
Viewbank,3,905000,3084
Viewbank,3,,3084
Wantirna,2,450000,3152
Wantirna South,3,1015000,3152
Werribee,5,,3030
Werribee,4,,3030
Werribee,3,510000,3030
Werribee,4,645000,3030
Werribee,3,427000,3030
Werribee,3,600000,3030
Werribee South,2,355000,3030
West Footscray,3,845000,3012
West Footscray,2,876000,3012
West Melbourne,3,,3003
Westmeadows,3,578000,3049
Williams Landing,4,510000,3027
Wollert,2,390000,3750
Wollert,4,525000,3750
Wyndham Vale,3,480000,3024
Wyndham Vale,3,471100,3024
Yarraville,4,1000000,3013
Yarraville,3,1240000,3013
Yarraville,3,1115000,3013
Abbotsford,3,,3067
Airport West,3,750000,3042
Airport West,3,685000,3042
Albanvale,3,,3021
Albert Park,3,,3206
Albion,2,,3020
Alphington,2,520000,3078
Altona North,3,,3025
Altona North,3,,3025
Ascot Vale,2,1015000,3032
Ashburton,4,1450000,3147
Ashburton,4,,3147
Ashwood,4,,3147
Ashwood,4,,3147
Aspendale Gardens,3,800000,3195
Aspendale Gardens,4,1034000,3195
Balwyn,3,1410000,3103
Balwyn,3,1500000,3103
Balwyn,2,,3103
Balwyn North,4,2740000,3104
Balwyn North,2,815000,3104
Balwyn North,5,,3104
Bayswater,2,580000,3153
Bayswater,3,618000,3153
Beaumaris,2,830000,3193
Beaumaris,4,1400000,3193
Beaumaris,4,1200000,3193
Beaumaris,3,1400000,3193
Beaumaris,4,2305000,3193
Bellfield,3,,3081
Bentleigh,3,1710000,3204
Bentleigh,4,,3204
Bentleigh,3,1380000,3204
Bentleigh,3,1280000,3204
Bentleigh,4,1900000,3204
Bentleigh,5,2645000,3204
Bentleigh East,3,892500,3165
Bentleigh East,3,1235000,3165
Bentleigh East,4,1145000,3165
Bentleigh East,3,1000000,3165
Bentleigh East,4,1205000,3165
Bentleigh East,4,900000,3165
Bentleigh East,4,1000000,3165
Bentleigh East,3,,3165
Bentleigh East,3,,3165
Bentleigh East,4,1345000,3165
Bentleigh East,4,1260000,3165
Bentleigh East,3,1125000,3165
Black Rock,4,,3193
Black Rock,2,842000,3193
Blackburn,2,689000,3130
Blackburn North,3,890000,3130
Blackburn North,3,860000,3130
Blackburn South,3,,3130
Blackburn South,2,,3130
Blackburn South,4,980000,3130
Box Hill,8,1410000,3128
Braybrook,2,765000,3019
Braybrook,2,800000,3019
Briar Hill,2,630000,3088
Brighton,2,1086000,3186
Brighton,3,,3186
Brighton,2,,3186
Brighton East,4,,3187
Brighton East,4,1550000,3187
Brighton East,4,2800000,3187
Brunswick,3,,3056
Brunswick,3,,3056
Brunswick,2,850000,3056
Brunswick,2,880000,3056
Brunswick,3,1100000,3056
Brunswick,2,700000,3056
Brunswick,2,705000,3056
Brunswick East,1,,3057
Brunswick West,2,640000,3055
Brunswick West,4,1450000,3055
Brunswick West,2,1100000,3055
Brunswick West,3,880000,3055
Brunswick West,2,502000,3055
Brunswick West,2,475000,3055
Bulleen,4,1220000,3105
Bulleen,4,1300000,3105
Bulleen,4,1241000,3105
Bundoora,4,800500,3083
Bundoora,3,730000,3083
Bundoora,3,631000,3083
Bundoora,4,1300000,3083
Bundoora,3,,3083
Burwood,3,1195000,3125
Burwood,3,860000,3125
Burwood East,3,900000,3151
Burwood East,3,1080000,3151
Camberwell,6,,3124
Camberwell,2,1100000,3124
Canterbury,2,,3126
Carlton,3,800000,3053
Carlton,2,710000,3053
Carlton,3,1650000,3053
Carlton North,2,1500000,3054
Caulfield,4,,3162
Caulfield South,3,1100000,3162
Caulfield South,3,1250000,3162
Cheltenham,3,1175000,3192
Cheltenham,3,736000,3192
Clayton,3,1450000,3168
Clayton South,3,850000,3169
Clifton Hill,3,1580000,3068
Coburg,5,1250000,3058
Coburg,3,650000,3058
Coburg,3,930000,3058
Coburg,3,860000,3058
Coburg North,3,777500,3058
Coburg North,5,790000,3058
Coburg North,2,,3058
Craigieburn,3,560000,3064
Craigieburn,3,460000,3064
Craigieburn,4,506000,3064
Craigieburn,3,410000,3064
Craigieburn,3,,3064
Craigieburn,5,,3064
Craigieburn,3,535000,3064
Craigieburn,4,562000,3064
Cranbourne North,3,,3977
Croydon South,3,780000,3136
Dallas,3,,3047
Dallas,4,600000,3047
Dandenong North,4,640000,3175
Deer Park,3,,3023
Delahey,3,550000,3037
Dingley Village,3,708000,3172
Doncaster,4,,3108
Doncaster,4,1550000,3108
Doncaster East,2,745000,3109
Doncaster East,4,1575000,3109
Doncaster East,3,1146000,3109
Doreen,3,515000,3754
Eaglemont,4,1560000,3084
Edithvale,3,840000,3196
Elsternwick,3,,3185
Eltham,4,870000,3095
Eltham North,4,820000,3095
Eltham North,5,,3095
Elwood,1,420000,3184
Elwood,1,648500,3184
Elwood,1,,3184
Elwood,2,985000,3184
Epping,4,565000,3076
Essendon,2,485000,3040
Essendon,4,2140000,3040
Essendon,3,1170000,3040
Essendon,3,1350000,3040
Essendon,4,1900000,3040
Essendon North,3,,3041
Essendon West,4,1450000,3040
Essendon West,2,460000,3040
Essendon West,3,,3040
Fairfield,3,,3078
Fairfield,4,1510000,3078
Fawkner,3,630000,3060
Fawkner,2,950000,3060
Ferntree Gully,4,721000,3156
Ferntree Gully,3,,3156
Fitzroy,3,,3065
Fitzroy,3,1252500,3065
Fitzroy North,5,,3068
Fitzroy North,2,1540000,3068
Fitzroy North,3,1757000,3068
Flemington,1,347000,3031
Forest Hill,3,755000,3131
Forest Hill,3,,3131
Frankston,3,,3199
Frankston,3,,3199
Gardenvale,4,,3185
Gladstone Park,3,598000,3043
Glen Iris,1,377000,3146
Glen Iris,3,2301000,3146
Glen Iris,2,640000,3146
Glen Iris,3,1200000,3146
Glen Iris,3,2255000,3146
Glen Waverley,4,,3150
Glen Waverley,4,1660000,3150
Glen Waverley,3,2080000,3150
Glen Waverley,4,1327000,3150
Glen Waverley,5,2121800,3150
Glen Waverley,3,,3150
Glen Waverley,5,1450000,3150
Glen Waverley,2,,3150
Glen Waverley,4,1185000,3150
Glenroy,3,750000,3046
Glenroy,3,702500,3046
Glenroy,3,580000,3046
Glenroy,2,500000,3046
Glenroy,2,,3046
Greensborough,3,,3088
Greenvale,4,670000,3059
Greenvale,5,1730000,3059
Hadfield,2,,3046
Hadfield,3,795000,3046
Hadfield,3,757000,3046
Hampton,3,1230000,3188
Hampton,3,880000,3188
Hampton,3,1550000,3188
Hampton,3,1900000,3188
Hampton,4,1855000,3188
Hampton,5,,3188
Hampton East,3,,3188
Hampton East,4,,3188
Hawthorn,2,650000,3122
Hawthorn,3,,3122
Hawthorn,6,5000000,3122
Hawthorn,2,935000,3122
Hawthorn East,3,,3123
Hawthorn East,3,2850000,3123
Hawthorn East,5,,3123
Heathmont,4,918000,3135
Heidelberg Heights,3,810000,3081
Heidelberg West,2,650000,3081
Heidelberg West,2,675000,3081
Heidelberg West,3,690000,3081
Highett,3,1320000,3190
Highett,2,820000,3190
Highett,3,,3190
Highett,3,,3190
Hillside,4,1350000,3037
Hoppers Crossing,4,590000,3029
Ivanhoe,3,1280000,3079
Ivanhoe,2,1060000,3079
Ivanhoe,3,835000,3079
Ivanhoe,2,,3079
Ivanhoe,3,,3079
Ivanhoe East,5,1950000,3079
Ivanhoe East,4,1800000,3079
Jacana,3,479000,3047
Kealba,4,640000,3021
Keilor,5,1360000,3036
Keilor Downs,3,720000,3038
Keilor Downs,3,,3038
Keilor East,5,,3033
Keilor East,2,750500,3033
Keilor Park,5,770000,3042
Kew,3,,3101
Kew,4,1900000,3101
Kew,3,,3101
Kew,4,1482000,3101
Kew East,5,,3102
Kew East,4,2130000,3102
Kew East,4,1850000,3102
Keysborough,4,880000,3173
Kings Park,6,620500,3021
Kingsville,3,900000,3012
Kingsville,3,1370000,3012
Kingsville,3,890000,3012
Knoxfield,3,870500,3180
Lalor,3,640000,3075
Lalor,3,650000,3075
Lalor,3,661100,3075
Lower Plenty,3,658500,3093
Maidstone,2,468000,3012
Maidstone,3,785000,3012
Malvern,4,2700000,3144
Malvern,3,,3144
Malvern,2,781000,3144
Malvern East,4,1700000,3145
Malvern East,4,1750000,3145
Malvern East,4,1160000,3145
Maribyrnong,4,1320000,3032
Melbourne,2,1320000,3000
Melbourne,1,,3000
Melbourne,3,753000,3000
Melbourne,2,,3000
Melbourne,2,452000,3000
Mentone,4,1020000,3194
Mentone,1,370000,3194
Mentone,3,,3194
Mentone,3,800000,3194
Mentone,3,1160000,3194
Mentone,3,890000,3194
Mernda,3,507500,3754
Mernda,4,853000,3754
Mernda,3,533000,3754
Mernda,4,520000,3754
Mernda,3,546000,3754
Mernda,4,535000,3754
Mernda,3,522000,3754
Middle Park,3,,3206
Mill Park,3,670500,3082
Mill Park,4,710000,3082
Mill Park,3,707000,3082
Mill Park,2,450000,3082
Mill Park,3,632000,3082
Mill Park,3,690000,3082
Mitcham,4,932000,3132
Montmorency,3,,3094
Montmorency,3,900000,3094
Montmorency,3,,3094
Moonee Ponds,4,,3039
Moonee Ponds,2,830000,3039
Moonee Ponds,3,1475000,3039
Moonee Ponds,4,2000000,3039
Moonee Ponds,4,1300000,3039
Moorabbin,3,1200000,3189
Moorabbin,3,1100000,3189
Moorabbin,3,,3189
Mount Waverley,5,,3149
Mount Waverley,5,1270000,3149
Mount Waverley,3,1210500,3149
Mount Waverley,4,1200000,3149
Mount Waverley,5,1420000,3149
Mount Waverley,4,1235000,3149
Mulgrave,4,898000,3170
Mulgrave,3,857000,3170
Murrumbeena,3,570000,3163
Murrumbeena,2,620000,3163
Newport,3,915000,3015
Niddrie,3,1185000,3042
Niddrie,3,,3042
Niddrie,3,,3042
Noble Park,3,,3174
North Melbourne,3,1050000,3051
Northcote,1,,3070
Northcote,2,540000,3070
Northcote,3,1500000,3070
Northcote,4,2405500,3070
Nunawading,4,,3131
Nunawading,3,750000,3131
Oak Park,3,,3046
Oakleigh East,3,950000,3166
Oakleigh East,4,990000,3166
Oakleigh East,4,1180000,3166
Oakleigh South,2,670000,3167
Ormond,4,2475000,3204
Ormond,4,1366000,3204
Ormond,2,790000,3204
Parkdale,3,,3195
Parkdale,4,1170000,3195
Parkdale,2,487000,3195
Pascoe Vale,3,860000,3044
Pascoe Vale,2,558000,3044
Pascoe Vale,3,770000,3044
Point Cook,3,,3030
Point Cook,3,640000,3030
Point Cook,3,715000,3030
Point Cook,3,,3030
Point Cook,4,,3030
Port Melbourne,1,,3207
Port Melbourne,3,1660000,3207
Prahran,2,512500,3181
Prahran,2,1560000,3181
Prahran,1,,3181
Prahran,4,1935000,3181
Prahran,2,1592500,3181
Prahran,2,,3181
Prahran,3,1700000,3181
Preston,2,975000,3072
Preston,3,695000,3072
Preston,3,,3072
Preston,4,1262500,3072
Reservoir,3,895000,3073
Reservoir,3,710000,3073
Reservoir,3,675000,3073
Reservoir,2,522000,3073
Reservoir,4,,3073
Reservoir,3,681000,3073
Reservoir,3,970000,3073
Richmond,3,1760000,3121
Richmond,3,,3121
Richmond,2,917500,3121
Richmond,4,,3121
Richmond,1,,3121
Richmond,3,1500000,3121
Richmond,2,,3121
Richmond,1,455000,3121
Ringwood,4,,3134
Ringwood East,3,,3135
Rosanna,2,,3084
Rosanna,5,1380000,3084
Roxburgh Park,5,640000,3064
Roxburgh Park,3,547000,3064
Roxburgh Park,3,,3064
Sandringham,2,,3191
Seddon,4,1340000,3011
South Melbourne,2,2600000,3205
South Melbourne,2,875000,3205
South Melbourne,4,1200000,3205
South Melbourne,2,698500,3205
South Melbourne,3,1465000,3205
South Morang,3,647500,3752
South Morang,4,572000,3752
South Morang,4,645000,3752
South Yarra,3,,3141
South Yarra,2,570000,3141
South Yarra,4,2700000,3141
South Yarra,8,1456000,3141
South Yarra,2,,3141
South Yarra,4,2100000,3141
South Yarra,3,3875000,3141
Southbank,2,,3006
Springvale,2,,3171
Springvale South,3,,3172
St Kilda,3,1600000,3182
St Kilda,2,520000,3182
St Kilda,1,441000,3182
St Kilda,1,,3182
Strathmore,3,1500000,3041
Sunbury,3,,3429
Sunshine,3,700000,3020
Sunshine,4,760000,3020
Sunshine,4,735000,3020
Sunshine West,3,620000,3020
Surrey Hills,3,683000,3127
Surrey Hills,3,,3127
Surrey Hills,5,3100000,3127
Surrey Hills,3,1600000,3127
Surrey Hills,5,2425000,3127
Surrey Hills,3,,3127
Surrey Hills,2,1000000,3127
Surrey Hills,4,2200000,3127
Surrey Hills,4,,3127
Sydenham,4,655000,3037
Sydenham,2,405000,3037
Tarneit,3,550000,3029
Tarneit,4,570000,3029
Tarneit,3,413500,3029
Taylors Lakes,3,620000,3038
Taylors Lakes,4,780000,3038
Taylors Lakes,3,621000,3038
Templestowe,4,1810000,3106
Templestowe Lower,4,1140000,3107
Templestowe Lower,4,1020000,3107
Templestowe Lower,4,1500000,3107
Templestowe Lower,4,950000,3107
Thomastown,3,,3074
Thomastown,4,770000,3074
Thornbury,4,1410000,3071
Thornbury,2,830000,3071
Thornbury,3,,3071
Thornbury,3,875000,3071
Thornbury,1,,3071
Thornbury,3,,3071
Thornbury,3,1000000,3071
Toorak,3,3680000,3142
Toorak,5,6700000,3142
Toorak,2,,3142
Toorak,3,,3142
Toorak,3,,3142
Toorak,3,2130000,3142
Vermont,3,,3133
Vermont,4,,3133
Wantirna South,4,890000,3152
Werribee,4,,3030
Werribee,2,490000,3030
Werribee,3,625000,3030
West Footscray,4,1075000,3012
West Melbourne,2,800000,3003
Westmeadows,3,648500,3049
Westmeadows,3,573000,3049
Wheelers Hill,4,1172000,3150
Wheelers Hill,5,1195000,3150
Wheelers Hill,3,933000,3150
Williamstown,3,,3016
Williamstown,2,630000,3016
Windsor,2,810000,3181
Windsor,2,536000,3181
Wollert,4,,3750
Wyndham Vale,3,490000,3024
Yarraville,2,925000,3013
Yarraville,3,870000,3013
Yarraville,3,1017000,3013
Yarraville,4,1220000,3013
Yarraville,2,920000,3013
Abbotsford,2,830000,3067
Aberfeldie,1,,3040
Airport West,4,780000,3042
Airport West,1,680000,3042
Airport West,3,,3042
Albert Park,2,,3206
Albert Park,3,,3206
Albert Park,1,530000,3206
Albion,3,585000,3020
Alphington,5,2930000,3078
Altona Meadows,3,665000,3028
Altona North,3,,3025
Altona North,3,909000,3025
Ardeer,3,610000,3022
Armadale,5,,3143
Armadale,4,1850000,3143
Armadale,1,368500,3143
Ascot Vale,3,985000,3032
Ascot Vale,5,,3032
Ascot Vale,2,508000,3032
Ascot Vale,2,880000,3032
Ascot Vale,3,1410000,3032
Ashburton,3,,3147
Ashwood,4,1250000,3147
Ashwood,3,1280000,3147
Ashwood,3,1100000,3147
Ashwood,4,1220000,3147
Aspendale Gardens,5,1000000,3195
Avondale Heights,5,,3034
Avondale Heights,3,750000,3034
Avondale Heights,3,820000,3034
Balwyn,4,,3103
Balwyn,3,1460000,3103
Balwyn,2,680000,3103
Balwyn,2,570000,3103
Balwyn,3,1415000,3103
Balwyn,5,,3103
Balwyn North,3,,3104
Balwyn North,6,,3104
Bayswater North,2,455000,3153
Bayswater North,4,1900000,3153
Beaumaris,3,1900000,3193
Beaumaris,4,1740000,3193
Bentleigh,3,,3204
Bentleigh,3,1300000,3204
Bentleigh,2,870000,3204
Bentleigh,4,1467000,3204
Bentleigh,3,,3204
Bentleigh East,4,1150000,3165
Bentleigh East,3,855000,3165
Bentleigh East,3,960000,3165
Bentleigh East,3,860000,3165
Bentleigh East,4,1250000,3165
Bentleigh East,4,1395000,3165
Bentleigh East,3,,3165
Bentleigh East,5,,3165
Bentleigh East,3,,3165
Bentleigh East,4,1385000,3165
Bentleigh East,5,2068000,3165
Bentleigh East,2,940000,3165
Bentleigh East,3,,3165
Berwick,4,,3806
Black Rock,4,2100000,3193
Black Rock,3,1500000,3193
Black Rock,4,,3193
Black Rock,4,,3193
Blackburn,4,1250000,3130
Blackburn North,3,1090000,3130
Blackburn South,4,1550000,3130
Blackburn South,3,1290000,3130
Bonbeach,3,757000,3196
Bonbeach,3,630000,3196
Boronia,4,,3155
Boronia,3,800000,3155
Box Hill,4,2060000,3128
Braybrook,3,765000,3019
Braybrook,3,700000,3019
Briar Hill,3,,3088
Brighton,3,1780000,3186
Brighton,5,3000000,3186
Brighton East,4,,3187
Brighton East,3,,3187
Brighton East,5,,3187
Brighton East,5,4475000,3187
Brighton East,4,1515000,3187
Brighton East,3,,3187
Brighton East,5,1870000,3187
Brighton East,6,2990000,3187
Brighton East,3,1065000,3187
Broadmeadows,2,393000,3047
Broadmeadows,4,635000,3047
Broadmeadows,3,530000,3047
Broadmeadows,3,,3047
Brooklyn,3,650000,3012
Brunswick,2,840000,3056
Brunswick,3,903000,3056
Brunswick,2,763000,3056
Brunswick,3,1650000,3056
Brunswick,3,912500,3056
Brunswick,2,1210000,3056
Brunswick,3,1300000,3056
Brunswick,3,,3056
Brunswick East,3,1280000,3057
Brunswick West,1,,3055
Brunswick West,1,494500,3055
Bulleen,4,1125000,3105
Bundoora,4,790000,3083
Bundoora,3,,3083
Bundoora,4,920000,3083
Bundoora,3,780000,3083
Bundoora,4,660000,3083
Bundoora,3,,3083
Bundoora,3,610000,3083
Burnley,2,1307000,3121
Burwood East,3,940500,3151
Burwood East,3,,3151
Burwood East,3,1080000,3151
Burwood East,4,1488000,3151
Cairnlea,3,628000,3023
Camberwell,5,,3124
Camberwell,2,600000,3124
Camberwell,3,,3124
Camberwell,3,1901500,3124
Camberwell,2,710000,3124
Camberwell,3,1000000,3124
Camberwell,5,2500000,3124
Camberwell,3,1250000,3124
Camberwell,2,640000,3124
Canterbury,4,,3126
Canterbury,2,750000,3126
Canterbury,4,,3126
Canterbury,3,2400000,3126
Carlton,2,771000,3053
Carlton North,4,,3054
Carlton North,2,,3054
Carlton North,3,1650000,3054
Carnegie,2,,3163
Carnegie,2,,3163
Carrum,2,572500,3197
Caulfield North,2,725000,3161
Caulfield South,3,1213000,3162
Caulfield South,4,1705000,3162
Chadstone,6,,3148
Chelsea,3,1070000,3196
Cheltenham,4,1430000,3192
Cheltenham,3,,3192
Cheltenham,3,1200000,3192
Cheltenham,3,1055000,3192
Cheltenham,3,889000,3192
Cheltenham,4,1540000,3192
Chirnside Park,3,727500,3116
Clarinda,3,735000,3169
Clarinda,4,,3169
Clayton,2,632500,3168
Clayton,4,,3168
Clifton Hill,2,900000,3068
Coburg,4,1450000,3058
Coburg,5,1405000,3058
Coburg,2,600000,3058
Coburg,2,872000,3058
Coburg North,2,675000,3058
Coburg North,4,1102000,3058
Coburg North,3,792500,3058
Coburg North,2,600000,3058
Collingwood,3,,3066
Collingwood,2,,3066
Collingwood,3,1500000,3066
Collingwood,2,937000,3066
Craigieburn,4,750000,3064
Craigieburn,4,,3064
Craigieburn,4,540000,3064
Craigieburn,4,650000,3064
Craigieburn,4,688000,3064
Craigieburn,4,,3064
Cranbourne North,3,645000,3977
Cremorne,2,1315000,3121
Croydon,4,,3136
Croydon South,4,,3136
Dandenong,2,255000,3175
Dandenong North,3,585000,3175
Deer Park,3,,3023
Dingley Village,4,1050000,3172
Dingley Village,3,963000,3172
Dingley Village,3,795000,3172
Doncaster,4,1250000,3108
Doncaster,3,,3108
Doncaster,5,1440000,3108
Doncaster,4,1412000,3108
Doncaster East,4,1075000,3109
Doncaster East,3,1180000,3109
Doncaster East,4,1500000,3109
Donvale,3,850000,3111
Donvale,5,1825000,3111
Doreen,3,570000,3754
Doreen,4,690000,3754
East Melbourne,1,708000,3002
East Melbourne,1,640000,3002
Elsternwick,2,1000000,3185
Elsternwick,2,615000,3185
Eltham,4,,3095
Eltham,4,,3095
Eltham,4,914000,3095
Eltham,3,1250000,3095
Eltham North,5,1268000,3095
Eltham North,3,1430000,3095
Elwood,1,490000,3184
Elwood,1,419000,3184
Elwood,2,1250000,3184
Elwood,2,,3184
Elwood,2,,3184
Elwood,2,780000,3184
Elwood,2,,3184
Epping,4,590000,3076
Essendon,5,2700000,3040
Essendon,4,1820000,3040
Essendon,3,,3040
Essendon,2,,3040
Essendon,4,1520000,3040
Essendon,3,,3040
Essendon,4,,3040
Essendon,2,,3040
Essendon,2,,3040
Essendon,2,540000,3040
Essendon,1,280000,3040
Essendon West,5,1500000,3040
Essendon West,3,,3040
Fairfield,2,965000,3078
Fawkner,3,835000,3060
Fawkner,3,841000,3060
Fawkner,3,650000,3060
Ferntree Gully,4,818500,3156
Ferntree Gully,3,680000,3156
Fitzroy,3,1451000,3065
Fitzroy,2,1505000,3065
Fitzroy North,3,1625000,3068
Fitzroy North,3,1655000,3068
Fitzroy North,4,1600000,3068
Flemington,3,837000,3031
Footscray,4,,3011
Footscray,1,340000,3011
Footscray,3,510000,3011
Forest Hill,2,,3131
Frankston,4,,3199
Frankston,3,510000,3199
Frankston North,3,515000,3200
Gladstone Park,3,680000,3043
Glen Huntly,2,,3163
Glen Huntly,2,477000,3163
Glen Iris,2,652000,3146
Glen Iris,4,4855000,3146
Glen Iris,2,695000,3146
Glen Iris,3,1350000,3146
Glen Iris,4,1400000,3146
Glen Iris,3,1720000,3146
Glen Waverley,3,787000,3150
Glen Waverley,3,,3150
Glen Waverley,4,1410000,3150
Glen Waverley,5,,3150
Glen Waverley,4,,3150
Glen Waverley,3,,3150
Glenroy,4,,3046
Glenroy,2,695000,3046
Greensborough,3,640000,3088
Greensborough,3,810000,3088
Greensborough,2,375000,3088
Greensborough,4,,3088
Greensborough,2,559000,3088
Greensborough,3,741000,3088
Greensborough,2,640000,3088
Greenvale,4,580000,3059
Greenvale,3,625000,3059
Hadfield,3,635000,3046
Hampton,4,2600000,3188
Hampton,2,535000,3188
Hampton,3,1361000,3188
Hampton,4,2412500,3188
Hampton,3,1580000,3188
Hampton,4,1310000,3188
Hampton East,4,1300000,3188
Hampton East,2,450000,3188
Hampton Park,4,,3976
Hawthorn,2,551000,3122
Hawthorn,6,3250000,3122
Hawthorn,3,1676000,3122
Hawthorn,1,,3122
Hawthorn,2,955000,3122
Hawthorn,1,402500,3122
Hawthorn,3,,3122
Hawthorn,4,2000000,3122
Hawthorn East,2,550000,3123
Hawthorn East,4,2500000,3123
Hawthorn East,2,,3123
Hawthorn East,2,,3123
Hawthorn East,4,,3123
Heathmont,3,963800,3135
Heathmont,3,1010000,3135
Heidelberg,3,1070000,3084
Heidelberg Heights,4,,3081
Heidelberg West,3,608000,3081
Heidelberg West,2,655000,3081
Highett,2,600000,3190
Highett,3,,3190
Highett,2,,3190
Highett,4,1360000,3190
Highett,2,600000,3190
Hillside,3,577000,3037
Hillside,3,585500,3037
Hillside,3,625000,3037
Hillside,4,680000,3037
Hillside,4,555000,3037
Hoppers Crossing,3,535000,3029
Hoppers Crossing,4,,3029
Hoppers Crossing,4,563000,3029
Hoppers Crossing,3,,3029
Hoppers Crossing,3,605000,3029
Ivanhoe,5,1370000,3079
Ivanhoe East,4,1720000,3079
Keilor,3,780000,3036
Keilor Downs,3,,3038
Keilor Downs,3,651500,3038
Keilor East,3,,3033
Keilor East,2,567500,3033
Keilor East,3,735000,3033
Keilor East,2,,3033
Keilor Lodge,4,770000,3038
Keilor Park,3,700000,3042
Keilor Park,2,645000,3042
Kensington,2,,3031
Kensington,3,1200000,3031
Kensington,2,,3031
Kensington,4,1400000,3031
Kensington,3,757500,3031
Kensington,3,1230000,3031
Kew,3,1020000,3101
Kew,3,1950000,3101
Kew,4,1700000,3101
Kew,2,760000,3101
Kew,1,400000,3101
Kew,4,2000000,3101
Kew,3,1095000,3101
Kew,3,,3101
Kew East,3,2200000,3102
Kew East,2,660000,3102
Keysborough,4,700000,3173
Keysborough,4,,3173
Keysborough,3,,3173
Keysborough,4,1545000,3173
Kingsbury,3,754000,3083
Kingsville,3,1100000,3012
Kingsville,3,1100000,3012
Knoxfield,4,1055000,3180
Lalor,3,,3075
